raw: 温格的球队终于又踢了一场经典的比赛，2比1战胜曼联之后枪手仍然留在了夺冠集团之内，
戴 B-gov B-gov
窑 I-gov I-gov
镇 I-gov I-gov
政 I-gov I-gov
府 I-gov I-gov
的 O O
相 B-pos O
关 I-pos O
负 I-pos O
责 I-pos O
人 I-pos O
专 O O
门 O O
来 O O
到 O O
现 O O
场 O O
， O O


raw: 工商银行广东省分行营业部表示，工商银行总行仍在制定实施细则。
sen pred gold
工 B-com B-com
商 I-com I-com
银 I-com I-com
行 I-com I-com
广 I-com I-com
东 I-com I-com
省 I-com I-com
分 I-com I-com
行 I-com I-com
营 I-com O
业 I-com O
部 I-com O
表 O O
示 O O
， O O
工 B-com B-com
商 I-com I-com
银 I-com I-com
行 I-com I-com
总 I-com I-com
行 I-com I-com
仍 O O
在 O O
制 O O
定 O O
实 O O
施 O O
细 O O
则 O O
。 O O


raw: 《墨香》官方网站ms.runup.cn/
sen pred gold
《 B-mov B-gam
墨 I-mov I-gam
香 I-mov I-gam
》 I-mov I-gam
官 O O
方 O O
网 O O
站 O O
m O O
s O O
. O O
r O O
u O O
n O O
u O O
p O O
. O O
c O O
n O O
/ O O


raw: 国务院总理温家宝9日主持召开国务院常务会议，分析当前粮食生产形势，在近期已出台扶持政策的基础上，
sen pred gold
国 B-pos B-gov
务 I-pos I-gov
院 I-pos I-gov
总 B-pos B-pos
理 I-pos I-pos
温 B-nam B-nam
家 I-nam I-nam
宝 I-nam I-nam
9 O O
日 O O
主 O O
持 O O
召 O O
开 O O
国 B-gov B-gov
务 I-gov I-gov
院 I-gov I-gov
常 O I-gov
务 O I-gov
会 O I-gov
议 O I-gov
， O O
分 O O
析 O O
当 O O
前 O O
粮 O O
食 O O
生 O O
产 O O
形 O O
势 O O
， O O
在 O O
近 O O
期 O O
已 O O
出 O O
台 O O
扶 O O
持 O O
政 O O
策 O O
的 O O
基 O O
础 O O
上 O O
， O O


raw: banikostrava，港译：奥斯泰华）逼平，险些又从联盟杯中出局。平均赔率1.533.64
sen pred gold
b B-com O
a I-com O
n I-com O
i I-com O
k I-com O
o I-com O
s I-com O
t I-com O
r I-com O
a I-com O
v I-com O
a I-com O
， O O
港 O O
译 O O
： O O
奥 B-org B-org
斯 I-org I-org
泰 I-org I-org
华 I-org I-org
） O O
逼 O O
平 O O
， O O
险 O O
些 O O
又 O O
从 O O
联 B-org O
盟 I-org O
杯 I-org O
中 O O
出 O O
局 O O
。 O O
平 O O
均 O O
赔 O O
率 O O
1 O O
. O O
5 O O
3 O O
3 O O
. O O
6 O O
4 O O


raw: 一套明式皇宫椅在2003年的价钱只需几千元，现在涨到二十几万元。而据连天红提供的报价单看，
sen pred gold
一 O O
套 O O
明 O O
式 O O
皇 O O
宫 O O
椅 O O
在 O O
2 O O
0 O O
0 O O
3 O O
年 O O
的 O O
价 O O
钱 O O
只 O O
需 O O
几 O O
千 O O
元 O O
， O O
现 O O
在 O O
涨 O O
到 O O
二 O O
十 O O
几 O O
万 O O
元 O O
。 O O
而 O O
据 O O
连 B-nam B-com
天 I-nam I-com
红 I-nam I-com
提 O O
供 O O
的 O O
报 O O
价 O O
单 O O
看 O O
， O O


raw: 台儿庄大捷纪录片人陈钦原创2018/10/2022:24:40为了徐州会战的整个全局，
sen pred gold
台 B-add B-mov
儿 I-add I-mov
庄 I-add I-mov
大 O I-mov
捷 O I-mov
纪 O I-mov
录 O I-mov
片 O I-mov
人 O O
陈 B-nam B-nam
钦 I-nam I-nam
原 O O
创 O O
2 O O
0 O O
1 O O
8 O O
/ O O
1 O O
0 O O
/ O O
2 O O
0 O O
2 O O
2 O O
: O O
2 O O
4 O O
: O O
4 O O
0 O O
为 O O
了 O O
徐 B-add B-add
州 I-add I-add
会 O O
战 O O
的 O O
整 O O
个 O O
全 O O
局 O O
， O O


raw: 一代大家曹雪芹笔下栩栩如生的众多人物，将在游戏《红楼梦》中一一出现，
sen pred gold
一 O O
代 O O
大 O O
家 O O
曹 B-nam B-nam
雪 I-nam I-nam
芹 I-nam I-nam
笔 O O
下 O O
栩 O O
栩 O O
如 O O
生 O O
的 O O
众 O O
多 O O
人 O O
物 O O
， O O
将 O O
在 O O
游 O O
戏 O O
《 B-boo B-gam
红 I-boo I-gam
楼 I-boo I-gam
梦 I-boo I-gam
》 I-boo I-gam
中 O O
一 O O
一 O O
出 O O
现 O O
， O O


raw: 与开发商命运颇为密切的“娘家人”建设部终于坐不住了。11月28日，在接受香港媒体代表团采访时，
sen pred gold
与 O O
开 O O
发 O O
商 O O
命 O O
运 O O
颇 O O
为 O O
密 O O
切 O O
的 O O
[UNK] O O
娘 O O
家 O O
人 O O
[UNK] O O
建 B-gov B-gov
设 I-gov I-gov
部 I-gov I-gov
终 O O
于 O O
坐 O O
不 O O
住 O O
了 O O
。 O O
1 O O
1 O O
月 O O
2 O O
8 O O
日 O O
， O O
在 O O
接 O O
受 O O
香 O B-org
港 O I-org
媒 O I-org
体 O I-org
代 O I-org
表 O I-org
团 O I-org
采 O O
访 O O
时 O O
， O O


raw: 得益于frieze艺术周的人气，伦敦佳士得上周四的战后及当代艺术夜场拍卖总成交额高达1960万英镑（
sen pred gold
得 O O
益 O O
于 O O
f B-org B-org
r I-org I-org
i I-org I-org
e I-org I-org
z I-org I-org
e I-org I-org
艺 O I-org
术 O I-org
周 O I-org
的 O O
人 O O
气 O O
， O O
伦 B-com B-com
敦 I-com I-com
佳 I-com I-com
士 I-com I-com
得 I-com I-com
上 O O
周 O O
四 O O
的 O O
战 O O
后 O O
及 O O
当 O O
代 O O
艺 O O
术 O O
夜 O O
场 O O
拍 O O
卖 O O
总 O O
成 O O
交 O O
额 O O
高 O O
达 O O
1 O O
9 O O
6 O O
0 O O
万 O O
英 O O
镑 O O
（ O O


raw: 阿克斯胡斯城堡“阿克斯胡斯”是奥斯陆一个邻郡的名字，但对于旅游者来说，
sen pred gold
阿 B-sce B-sce
克 I-sce I-sce
斯 I-sce I-sce
胡 I-sce I-sce
斯 I-sce I-sce
城 I-sce I-sce
堡 I-sce I-sce
[UNK] B-sce O
阿 I-sce O
克 I-sce O
斯 I-sce O
胡 I-sce O
斯 I-sce O
[UNK] O O
是 O O
奥 B-add B-sce
斯 I-add I-sce
陆 I-add I-sce
一 O O
个 O O
邻 O O
郡 O O
的 O O
名 O O
字 O O
， O O
但 O O
对 O O
于 O O
旅 O O
游 O O
者 O O
来 O O
说 O O
， O O


raw: 如果没有798工厂会让我的首部长篇新行为小说《那么那么，艾》缺少许多灵感，就没有摄影“老三工作室”
sen pred gold
如 O O
果 O O
没 O O
有 O O
7 B-com B-com
9 I-com I-com
8 I-com I-com
工 I-com I-com
厂 O I-com
会 O O
让 O O
我 O O
的 O O
首 O O
部 O O
长 O O
篇 O O
新 O O
行 O O
为 O O
小 O O
说 O O
《 B-boo B-boo
那 I-boo I-boo
么 I-boo I-boo
那 I-boo I-boo
么 I-boo I-boo
， I-boo I-boo
艾 I-boo I-boo
》 I-boo I-boo
缺 O O
少 O O
许 O O
多 O O
灵 O O
感 O O
， O O
就 O O
没 O O
有 O O
摄 B-pos B-pos
影 I-pos I-pos
[UNK] O O
老 B-com B-com
三 I-com I-com
工 I-com I-com
作 I-com I-com
室 I-com I-com
[UNK] O O


raw: 这6人中，4人落户在?口区长丰街道办事处长丰村。17日，记者采访了各相关部门，探访“6连号”
sen pred gold
这 O O
6 O O
人 O O
中 O O
， O O
4 O O
人 O O
落 O O
户 O O
在 O O
? B-add O
口 I-add O
区 I-add O
长 I-add B-add
丰 I-add I-add
街 I-add I-add
道 I-add I-add
办 I-add I-add
事 I-add I-add
处 I-add I-add
长 I-add I-add
丰 I-add I-add
村 I-add I-add
。 O O
1 O O
7 O O
日 O O
， O O
记 B-pos B-pos
者 I-pos I-pos
采 O O
访 O O
了 O O
各 O O
相 O O
关 O O
部 O O
门 O O
， O O
探 O O
访 O O
[UNK] O O
6 O O
连 O O
号 O O
[UNK] O O


raw: “先进村委会”等。顺义区政府网站显示，雒某曾获2008年度顺义区优秀共产党员。（记者贾鹏陈博）
sen pred gold
[UNK] O O
先 O O
进 O O
村 O O
委 O O
会 O O
[UNK] O O
等 O O
。 O O
顺 B-gov B-gov
义 I-gov I-gov
区 I-gov I-gov
政 I-gov I-gov
府 I-gov I-gov
网 O O
站 O O
显 O O
示 O O
， O O
雒 O O
某 O O
曾 O O
获 O O
2 O O
0 O O
0 O O
8 O O
年 O O
度 O O
顺 B-add O
义 I-add O
区 I-add O
优 O O
秀 O O
共 B-pos B-pos
产 I-pos I-pos
党 I-pos I-pos
员 I-pos I-pos
。 O O
（ O O
记 B-pos B-pos
者 I-pos I-pos
贾 B-nam B-nam
鹏 I-nam I-nam
陈 B-nam B-nam
博 I-nam I-nam
） O O


raw: 中国艺术网理事会副理事长、美国哥伦比亚制作有限公司艺术总监、原中国书法研究院副院长——
sen pred gold
中 B-com B-org
国 I-com I-org
艺 I-com I-org
术 I-com I-org
网 I-com I-org
理 O I-org
事 O I-org
会 O I-org
副 B-pos B-pos
理 I-pos I-pos
事 I-pos I-pos
长 I-pos I-pos
、 O O
美 B-com B-com
国 I-com I-com
哥 I-com I-com
伦 I-com I-com
比 I-com I-com
亚 I-com I-com
制 I-com I-com
作 I-com I-com
有 I-com I-com
限 I-com I-com
公 I-com I-com
司 I-com I-com
艺 B-pos B-pos
术 I-pos I-pos
总 I-pos I-pos
监 I-pos I-pos
、 O O
原 O O
中 B-org B-org
国 I-org I-org
书 I-org I-org
法 I-org I-org
研 I-org I-org
究 I-org I-org
院 I-org I-org
副 B-pos B-pos
院 I-pos I-pos
长 I-pos I-pos
[UNK] O O
[UNK] O O


raw: 以及越南知名音乐艺术家带来的精彩演出和国际美食节等活动，向海内外来宾展示岘港之美。
sen pred gold
以 O O
及 O O
越 O B-add
南 O I-add
知 O O
名 O O
音 B-pos O
乐 I-pos O
艺 I-pos B-pos
术 I-pos I-pos
家 I-pos I-pos
带 O O
来 O O
的 O O
精 O O
彩 O O
演 O O
出 O O
和 O O
国 O O
际 O O
美 O O
食 O O
节 O O
等 O O
活 O O
动 O O
， O O
向 O O
海 O O
内 O O
外 O O
来 O O
宾 O O
展 O O
示 O O
岘 B-sce O
港 I-sce O
之 O O
美 O O
。 O O


raw: 17日，长丰街道办负责辖区内经济适用房申请工作的社会事务办公室主任李永刚告诉记者，该办的审核手续，
sen pred gold
1 O O
7 O O
日 O O
， O O
长 B-gov B-gov
丰 I-gov I-gov
街 I-gov I-gov
道 I-gov I-gov
办 I-gov I-gov
负 O I-gov
责 O I-gov
辖 O I-gov
区 O I-gov
内 O I-gov
经 O I-gov
济 O I-gov
适 O I-gov
用 O I-gov
房 O I-gov
申 O I-gov
请 O I-gov
工 O I-gov
作 O I-gov
的 O I-gov
社 B-gov I-gov
会 I-gov I-gov
事 I-gov I-gov
务 I-gov I-gov
办 I-gov I-gov
公 I-gov I-gov
室 I-gov I-gov
主 B-pos B-pos
任 I-pos I-pos
李 B-nam B-nam
永 I-nam I-nam
刚 I-nam I-nam
告 O O
诉 O O
记 B-pos B-pos
者 I-pos I-pos
， O O
该 O O
办 O O
的 O O
审 O O
核 O O
手 O O
续 O O
， O O


raw: 的吉朗同星级酒店舒服的休息一晚后直接在吉朗市区租车开始你的大洋路行程吧！
sen pred gold
的 O O
吉 B-add O
朗 I-add O
同 I-add O
星 I-add O
级 I-add O
酒 I-add O
店 I-add O
舒 O O
服 O O
的 O O
休 O O
息 O O
一 O O
晚 O O
后 O O
直 O O
接 O O
在 O O
吉 B-add B-add
朗 I-add I-add
市 I-add I-add
区 I-add I-add
租 O O
车 O O
开 O O
始 O O
你 O O
的 O O
大 B-add B-add
洋 I-add I-add
路 I-add I-add
行 O O
程 O O
吧 O O
！ O O


raw: 08》、《哈利波特5》、《真三国无双4》等玩家热切期待的作品。凭“网博会纪念X卡”
sen pred gold
0 B-gam O
8 I-gam O
》 I-gam O
、 O O
《 B-gam B-gam
哈 I-gam I-gam
利 I-gam I-gam
波 I-gam I-gam
特 I-gam I-gam
5 I-gam I-gam
》 I-gam I-gam
、 O O
《 B-gam B-gam
真 I-gam I-gam
三 I-gam I-gam
国 I-gam I-gam
无 I-gam I-gam
双 I-gam I-gam
4 I-gam I-gam
》 I-gam I-gam
等 O O
玩 O O
家 O O
热 O O
切 O O
期 O O
待 O O
的 O O
作 O O
品 O O
。 O O
凭 O O
[UNK] O O
网 O O
博 O O
会 O O
纪 O O
念 O O
x O O
卡 O O
[UNK] O O


raw: 中行兴业洽购信托公司银信合作再掀热潮
sen pred gold
中 B-com B-com
行 I-com I-com
兴 B-com I-com
业 I-com I-com
洽 O I-com
购 O I-com
信 O I-com
托 O I-com
公 O I-com
司 O I-com
银 O O
信 O O
合 O O
作 O O
再 O O
掀 O O
热 O O
潮 O O


raw: 招行信用卡部门的相关人士告诉记者。
sen pred gold
招 B-com B-com
行 I-com I-com
信 I-com O
用 I-com O
卡 O O
部 O O
门 O O
的 O O
相 O O
关 O O
人 O O
士 O O
告 O O
诉 O O
记 B-pos B-pos
者 I-pos I-pos
。 O O


raw: 香港文汇报援引《星期日泰晤士报》报道，布塔利亚离任前是渣打驻新加坡私募投资部门环球主管，
sen pred gold
香 B-boo O
港 I-boo O
文 I-boo O
汇 I-boo O
报 I-boo O
援 O O
引 O O
《 B-boo B-boo
星 I-boo I-boo
期 I-boo I-boo
日 I-boo I-boo
泰 I-boo I-boo
晤 I-boo I-boo
士 I-boo I-boo
报 I-boo I-boo
》 I-boo I-boo
报 O O
道 O O
， O O
布 B-nam B-nam
塔 I-nam I-nam
利 I-nam I-nam
亚 I-nam I-nam
离 O O
任 O O
前 O O
是 O O
渣 B-com B-com
打 I-com I-com
驻 I-com O
新 I-com B-org
加 I-com I-org
坡 I-com I-org
私 I-com I-org
募 I-com I-org
投 I-com I-org
资 I-com I-org
部 O I-org
门 O I-org
环 B-pos O
球 I-pos O
主 I-pos B-pos
管 I-pos I-pos
， O O


raw: FBI近日在通过对美国犯罪案件数量的调查后，表明从去年开始犯罪案件数量有减少的倾向。
sen pred gold
f B-com B-gov
b I-com I-gov
i I-com I-gov
近 O O
日 O O
在 O O
通 O O
过 O O
对 O O
美 O O
国 O O
犯 O O
罪 O O
案 O O
件 O O
数 O O
量 O O
的 O O
调 O O
查 O O
后 O O
， O O
表 O O
明 O O
从 O O
去 O O
年 O O
开 O O
始 O O
犯 O O
罪 O O
案 O O
件 O O
数 O O
量 O O
有 O O
减 O O
少 O O
的 O O
倾 O O
向 O O
。 O O


raw: 晨报讯（记者姜葳）世界上第一套奥运邮票将亮相明天开幕的第五届中国北京国际文化创意产业博览会。据悉，
sen pred gold
晨 B-boo B-boo
报 I-boo I-boo
讯 O O
（ O O
记 B-pos B-pos
者 I-pos I-pos
姜 B-nam B-nam
葳 I-nam I-nam
） O O
世 O O
界 O O
上 O O
第 O O
一 O O
套 O O
奥 O O
运 O O
邮 O O
票 O O
将 O O
亮 O O
相 O O
明 O O
天 O O
开 O O
幕 O O
的 O O
第 O O
五 O O
届 O O
中 O B-add
国 O I-add
北 O I-add
京 O I-add
国 O O
际 O O
文 O O
化 O O
创 O O
意 O O
产 O O
业 O O
博 O O
览 O O
会 O O
。 O O
据 O O
悉 O O
， O O


raw: 李建新给我们介绍起收藏古典家具的辉煌经历。20年来，由经营古典家具开始，李建新一步步走上了收藏之路。
sen pred gold
李 B-nam B-nam
建 I-nam I-nam
新 I-nam I-nam
给 O O
我 O O
们 O O
介 O O
绍 O O
起 O O
收 O O
藏 O O
古 O O
典 O O
家 O O
具 O O
的 O O
辉 O O
煌 O O
经 O O
历 O O
。 O O
2 O O
0 O O
年 O O
来 O O
， O O
由 O O
经 O O
营 O O
古 O O
典 O O
家 O O
具 O O
开 O O
始 O O
， O O
李 B-nam O
建 I-nam O
新 I-nam O
一 O O
步 O O
步 O O
走 O O
上 O O
了 O O
收 O O
藏 O O
之 O O
路 O O
。 O O


raw: 挪威缩影“挪威缩影”是挪威峡湾旅游公司推出的最为经典，也是最受游客欢迎的一条峡湾旅游线路，
sen pred gold
挪 B-sce B-sce
威 I-sce I-sce
缩 I-sce I-sce
影 I-sce I-sce
[UNK] B-sce O
挪 I-sce B-sce
威 I-sce I-sce
缩 I-sce I-sce
影 I-sce I-sce
[UNK] O O
是 O O
挪 B-com B-com
威 I-com I-com
峡 I-com I-com
湾 I-com I-com
旅 I-com I-com
游 I-com I-com
公 I-com I-com
司 I-com I-com
推 O O
出 O O
的 O O
最 O O
为 O O
经 O O
典 O O
， O O
也 O O
是 O O
最 O O
受 O O
游 O O
客 O O
欢 O O
迎 O O
的 O O
一 O O
条 O O
峡 O O
湾 O O
旅 O O
游 O O
线 O O
路 O O
， O O


raw: 并携带证件和银行卡到南京路某号办理磁条加密手续。
sen pred gold
并 O O
携 O O
带 O O
证 O O
件 O O
和 O O
银 O O
行 O O
卡 O O
到 O O
南 B-add B-add
京 I-add I-add
路 I-add I-add
某 I-add O
号 I-add O
办 O O
理 O O
磁 O O
条 O O
加 O O
密 O O
手 O O
续 O O
。 O O


raw: 也是刚才上午提到的软装饰了，这个完整家居的话，也是需要室内设计师和业主、软式的设计师进行详细的沟通，
sen pred gold
也 O O
是 O O
刚 O O
才 O O
上 O O
午 O O
提 O O
到 O O
的 O O
软 O O
装 O O
饰 O O
了 O O
， O O
这 O O
个 O O
完 O O
整 O O
家 O O
居 O O
的 O O
话 O O
， O O
也 O O
是 O O
需 O O
要 O O
室 B-pos O
内 I-pos O
设 I-pos B-pos
计 I-pos I-pos
师 I-pos I-pos
和 O O
业 O B-pos
主 O I-pos
、 O O
软 O O
式 O O
的 O O
设 B-pos B-pos
计 I-pos I-pos
师 I-pos I-pos
进 O O
行 O O
详 O O
细 O O
的 O O
沟 O O
通 O O
， O O


raw: new陌e绝世你自九姐操掉了大下少爷,你的节都市至尊邪少妃倾天下:绝操掉了!未读世九小姐已读0.1%
sen pred gold
n O O
e O O
w O O
陌 O O
e O O
绝 O O
世 O O
你 O O
自 O O
九 O O
姐 O O
操 O O
掉 O O
了 O O
大 O O
下 O O
少 O O
爷 O O
, O O
你 O O
的 O O
节 O O
都 O B-boo
市 O I-boo
至 O I-boo
尊 O I-boo
邪 O I-boo
少 O I-boo
妃 O O
倾 O O
天 O O
下 O O
: O O
绝 O O
操 O O
掉 O O
了 O O
! O O
未 O O
读 O O
世 O B-boo
九 O I-boo
小 O I-boo
姐 O I-boo
已 O O
读 O O
0 O O
. O O
1 O O
% O O


raw: 所讲述的老百姓自己的故事。《挽歌》改编自菲利普·罗斯的小说《垂死生物》，看起来是一个老套的不伦之恋，
sen pred gold
所 O O
讲 O O
述 O O
的 O O
老 O O
百 O O
姓 O O
自 O O
己 O O
的 O O
故 O O
事 O O
。 O O
《 B-boo B-mov
挽 I-boo I-mov
歌 I-boo I-mov
》 I-boo I-mov
改 O O
编 O O
自 O O
菲 B-nam B-nam
利 I-nam I-nam
普 I-nam I-nam
· I-nam I-nam
罗 I-nam I-nam
斯 I-nam I-nam
的 O O
小 O O
说 O O
《 B-boo B-boo
垂 I-boo I-boo
死 I-boo I-boo
生 I-boo I-boo
物 I-boo I-boo
》 I-boo I-boo
， O O
看 O O
起 O O
来 O O
是 O O
一 O O
个 O O
老 O O
套 O O
的 O O
不 O O
伦 O O
之 O O
恋 O O
， O O


raw: 首先，交通问题不可回避。子君村经适房项目所在地虽处于昆明东、南市区的腹地，南邻广福路，西靠新昆洛路，
sen pred gold
首 O O
先 O O
， O O
交 O O
通 O O
问 O O
题 O O
不 O O
可 O O
回 O O
避 O O
。 O O
子 B-add B-add
君 I-add I-add
村 I-add I-add
经 O O
适 O O
房 O O
项 O O
目 O O
所 O O
在 O O
地 O O
虽 O O
处 O O
于 O O
昆 B-add B-add
明 I-add I-add
东 I-add I-add
、 O O
南 B-add B-add
市 I-add I-add
区 I-add I-add
的 O O
腹 O O
地 O O
， O O
南 B-add O
邻 I-add O
广 B-add B-add
福 I-add I-add
路 I-add I-add
， O O
西 O O
靠 O O
新 B-add B-add
昆 I-add I-add
洛 I-add I-add
路 I-add I-add
， O O


raw: 泽尔尼克透露，Take-Two曾提议在《侠盗车手4》4月29日发布之后恢复收购谈判，
sen pred gold
泽 B-com B-nam
尔 I-com I-nam
尼 I-com I-nam
克 I-com I-nam
透 O O
露 O O
， O O
t B-com B-nam
a I-com I-nam
k I-com I-nam
e I-com I-nam
- I-com I-nam
t I-com I-nam
w I-com I-nam
o I-com I-nam
曾 O O
提 O O
议 O O
在 O O
《 B-gam B-gam
侠 I-gam I-gam
盗 I-gam I-gam
车 I-gam I-gam
手 I-gam I-gam
4 I-gam I-gam
》 I-gam I-gam
4 O O
月 O O
2 O O
9 O O
日 O O
发 O O
布 O O
之 O O
后 O O
恢 O O
复 O O
收 O O
购 O O
谈 O O
判 O O
， O O


raw: 频道主办的G联赛2011第一赛季线下总决赛在上海世纪广场进行。决赛第一天，
sen pred gold
频 O O
道 O O
主 O O
办 O O
的 O O
g O B-org
联 O I-org
赛 O I-org
2 O O
0 O O
1 O O
1 O O
第 O O
一 O O
赛 O O
季 O O
线 O O
下 O O
总 O O
决 O O
赛 O O
在 O O
上 B-add B-add
海 I-add I-add
世 I-add I-add
纪 I-add I-add
广 I-add I-add
场 I-add I-add
进 O O
行 O O
。 O O
决 O O
赛 O O
第 O O
一 O O
天 O O
， O O


raw: 曾表达了这样的心情：蒜村经适房用地地价高，即使按之前市发改委核定的2861元/平方米销售，
sen pred gold
曾 O O
表 O O
达 O O
了 O O
这 O O
样 O O
的 O O
心 O O
情 O O
： O O
蒜 B-add O
村 I-add O
经 O O
适 O O
房 O O
用 O O
地 O O
地 O O
价 O O
高 O O
， O O
即 O O
使 O O
按 O O
之 O O
前 O O
市 B-gov O
发 I-gov B-gov
改 I-gov I-gov
委 I-gov I-gov
核 O O
定 O O
的 O O
2 O O
8 O O
6 O O
1 O O
元 O O
/ O O
平 O O
方 O O
米 O O
销 O O
售 O O
， O O


raw: 《生存之旅》的“生存包”即将提供免费下载，时间定在北美时间4月21号。
sen pred gold
《 B-gam B-gam
生 I-gam I-gam
存 I-gam I-gam
之 I-gam I-gam
旅 I-gam I-gam
》 I-gam I-gam
的 O O
[UNK] O O
生 O O
存 O O
包 O O
[UNK] O O
即 O O
将 O O
提 O O
供 O O
免 O O
费 O O
下 O O
载 O O
， O O
时 O O
间 O O
定 O O
在 O O
北 O B-add
美 O I-add
时 O O
间 O O
4 O O
月 O O
2 O O
1 O O
号 O O
。 O O


raw: 是我在还没开始做解说你拉我去1422做那个SF技巧的演讲的时候，她负责跟我联系，
sen pred gold
是 O O
我 O O
在 O O
还 O O
没 O O
开 O O
始 O O
做 O O
解 B-pos B-pos
说 I-pos I-pos
你 O O
拉 O O
我 O O
去 O O
1 O O
4 O O
2 O O
2 O O
做 O O
那 O O
个 O O
s B-gam O
f I-gam O
技 O O
巧 O O
的 O O
演 O O
讲 O O
的 O O
时 O O
候 O O
， O O
她 O O
负 O O
责 O O
跟 O O
我 O O
联 O O
系 O O
， O O


raw: 45金庸逝世江湖再无金大侠贝倍多贝倍多孕婴童用品连锁16:31Baby
sen pred gold
4 O O
5 O O
金 B-nam B-nam
庸 I-nam I-nam
逝 O O
世 O O
江 O O
湖 O O
再 O O
无 O O
金 B-nam O
大 I-nam O
侠 I-nam O
贝 O O
倍 O O
多 O O
贝 O O
倍 O O
多 O O
孕 O O
婴 O O
童 O O
用 O O
品 O O
连 O O
锁 O O
1 O O
6 O O
: O O
3 O O
1 O O
b O O
a O O
b O O
y O O


raw: 去年，邱礼涛不但被选为香港国际电影节的“焦点导演”环节做重点介绍，也导演了《性工作者十日谈》、《
sen pred gold
去 O O
年 O O
， O O
邱 B-nam B-nam
礼 I-nam I-nam
涛 I-nam I-nam
不 O O
但 O O
被 O O
选 O O
为 O O
香 O B-add
港 O I-add
国 O O
际 O O
电 O O
影 O O
节 O O
的 O O
[UNK] O O
焦 O O
点 O O
导 B-pos B-pos
演 I-pos I-pos
[UNK] O O
环 O O
节 O O
做 O O
重 O O
点 O O
介 O O
绍 O O
， O O
也 O O
导 B-pos O
演 I-pos O
了 O O
《 B-mov B-mov
性 I-mov I-mov
工 I-mov I-mov
作 I-mov I-mov
者 I-mov I-mov
十 I-mov I-mov
日 I-mov I-mov
谈 I-mov I-mov
》 I-mov I-mov
、 O O
《 O O


raw: 要想小组出线本轮主场迎战来自荷兰的nec尼美根不容有失，平均主胜1.52亚盘给主队让一球中水盘口，
sen pred gold
要 O O
想 O O
小 O O
组 O O
出 O O
线 O O
本 O O
轮 O O
主 O O
场 O O
迎 O O
战 O O
来 O O
自 O O
荷 O B-add
兰 O I-add
的 O O
n B-org B-org
e I-org I-org
c I-org I-org
尼 I-org I-org
美 I-org I-org
根 I-org I-org
不 O O
容 O O
有 O O
失 O O
， O O
平 O O
均 O O
主 O O
胜 O O
1 O O
. O O
5 O O
2 O O
亚 O O
盘 O O
给 O O
主 O O
队 O O
让 O O
一 O O
球 O O
中 O O
水 O O
盘 O O
口 O O
， O O


raw: 此前在江苏长江商业银行筹备会议上，当地银监分局领导曾表示，该行开业后将有90%的贷款投向地方小企业、
sen pred gold
此 O O
前 O O
在 O O
江 B-com B-com
苏 I-com I-com
长 I-com I-com
江 I-com I-com
商 I-com I-com
业 I-com I-com
银 I-com I-com
行 I-com I-com
筹 O O
